62	book_publishing_company||authors||zip: zip code. ['94609', '94705', '94301', '84152', '97330']
63	book_publishing_company||authors||contract: contract status. ['0']. commonsense evidence: 0: not on the contract 1: on the contract
64	book_publishing_company||jobs||job_id: job id. unique id number identifying the jobs
65	book_publishing_company||jobs||job_desc: job description. ['Sales Representative', 'Publisher', 'Public Relations Manager', 'Productions Manager', 'Operations Manager']. commonsense evidence: staff should be mentioned
66	book_publishing_company||jobs||min_lvl: min level. min job level. [75, 25, 175, 200, 150]
67	book_publishing_company||jobs||max_lvl: max level. max job level. [250, 100, 225, 175, 200]. commonsense evidence: level range for jobs mentioned in job_desc is (min_lvl, max_lvl)
68	book_publishing_company||publishers||pub_id: publisher id. unique id number identifying publisher. ['0736', '0877', '1389', '1622', '1756']
69	book_publishing_company||publishers||pub_name: publisher name. ['Scootney Books', 'Ramona Publishers', 'New Moon Books', 'Lucerne Publishing', 'GGG&G']
70	book_publishing_company||publishers||city: ['Washington', 'Paris', 'New York', 'M\x81nchen', 'Dallas']
71	book_publishing_company||publishers||state: [None, 'TX', 'NY', 'MA', 'IL', 'DC']
72	book_publishing_company||publishers||country: ['USA', 'Germany', 'France']
73	book_publishing_company||employee||emp_id: employee id. unique number identifying employees. ['A-C71970F', 'A-R89858F', 'AMD15433F', 'ARD36773F', 'CFH28514M']
74	book_publishing_company||employee||fname: first name. first name of employees. ['Maria', 'Yoshi', 'Victoria', 'Timothy', 'Sven']
75	book_publishing_company||employee||minit: middle name. ['A', 'M', 'F', 'S', 'P']
76	book_publishing_company||employee||lname: last name. ['Tonini', 'Thomas', 'Sommer', 'Snyder', 'Smith']
77	book_publishing_company||employee||job_id: job id. number identifying jobs
78	book_publishing_company||employee||job_lvl: job level. commonsense evidence: higher value means job level is higher
79	book_publishing_company||employee||pub_id: publisher id. id number identifying publishers. ['1389', '0877', '0736', '9999', '9952']
80	book_publishing_company||employee||hire_date: hire date. ['1994-05-01 00:00:00.0']
81	book_publishing_company||pub_info||pub_id: publication id. unique id number identifying publications. ['0877', '1389', '1622', '1756', '9901']
82	book_publishing_company||pub_info||logo: logo of publications
83	book_publishing_company||pub_info||pr_info: publisher's information
84	book_publishing_company||stores||stor_id: store id. unique id number of stores. ['6380', '7066', '7067', '7131', '7896']
85	book_publishing_company||stores||stor_name: store name. . ['News & Brews', 'Fricative Bookshop', 'Eric the Read Books', 'Doc-U-Mat: Quality Laundry and Books', 'Bookbeat']
86	book_publishing_company||stores||stor_address: store address. . ['89 Madison St.', '788 Catamaugus Ave.', '679 Carson St.', '577 First St.', '567 Pasadena Ave.']
87	book_publishing_company||stores||city: city name. ['Tustin', 'Seattle', 'Remulade', 'Portland', 'Los Gatos']
88	book_publishing_company||stores||state: state code. ['CA', 'WA', 'OR']
89	book_publishing_company||stores||zip: zip code. ['98056', '98014', '96745', '92789', '90019']
90	book_publishing_company||discounts||discounttype: discount type. ['Volume Discount', 'Initial Customer', 'Customer Discount']
91	book_publishing_company||discounts||stor_id: store id. [None, '8042']
92	book_publishing_company||discounts||lowqty: low quantity. low quantity (quantity floor). [None, 100]. commonsense evidence:  The minimum quantity to enjoy the discount
93	book_publishing_company||discounts||highqty: high quantity. high quantity (max quantity). [None, 1000]. commonsense evidence:  The maximum quantity to enjoy the discount
94	book_publishing_company||discounts||discount: [10.5, 6.7, 5.0]
95	book_publishing_company||titles||title_id: title id. ['BU1032', 'BU1111', 'BU2075', 'BU7832', 'MC2222']
96	book_publishing_company||titles||title: 
97	book_publishing_company||titles||type: type of titles. ['psychology', 'business', 'trad_cook', 'popular_comp', 'mod_cook']
98	book_publishing_company||titles||pub_id: publisher id. ['0877', '1389', '0736']
99	book_publishing_company||titles||price: 
100	book_publishing_company||titles||advance: pre-paid amount
101	book_publishing_company||titles||royalty: [None, 10, 24, 12, 16, 14]
102	book_publishing_company||titles||ytd_sales: year to date sales
103	book_publishing_company||titles||notes: notes if any. commonsense evidence: had better understand notes contents and put some of them into questions if any
104	book_publishing_company||titles||pubdate: publication date. ['1991-06-12 00:00:00.0']
105	book_publishing_company||roysched||title_id: title id. unique id number identifying title. ['TC3218', 'MC3021', 'BU7832', 'BU2075', 'BU1111']
106	book_publishing_company||roysched||lorange: low range
107	book_publishing_company||roysched||hirange: high range
108	book_publishing_company||roysched||royalty: [12, 10, 14, 16, 18]
109	book_publishing_company||sales||stor_id: store id. id number identifying stores. ['7131', '7067', '8042', '7896', '6380']
110	book_publishing_company||sales||ord_num: order number. id number identifying the orders. ['P3087a', 'P2121', 'X999', 'TQ456', 'QQ2299']
111	book_publishing_company||sales||ord_date: order date. the date of the order. ['1994-09-14 00:00:00.0']
112	book_publishing_company||sales||qty: quantity. quantity of sales
113	book_publishing_company||sales||payterms: payments. ['Net 60', 'Net 30', 'ON invoice']
114	book_publishing_company||sales||title_id: title id. id number identifying titles. ['PS2091', 'MC3021', 'BU1032', 'TC7777', 'TC4203']
115	book_publishing_company||titleauthor||au_id: author id. ['213-46-8915', '267-41-2394', '486-29-1786', '724-80-9391', '899-46-2035']
116	book_publishing_company||titleauthor||title_id: title id. ['TC7777', 'PS2091', 'PS1372', 'PC8888', 'MC3021']
117	book_publishing_company||titleauthor||au_ord: author ordering. [1, 2, 3]
118	book_publishing_company||titleauthor||royaltyper: [100, 50, 40, 75, 60]
119	retail_complains||state||StateCode: . ['AL', 'AR', 'AZ', 'CA', 'CO']
120	retail_complains||state||State: . ['Wyoming', 'Wisconsin', 'Washington', 'Virginia', 'Utah']
121	retail_complains||state||Region: . ['South', 'West', 'Midwest', 'Northeast']
122	retail_complains||callcenterlogs||Date received: complaint date. ['2015-05-11']
123	retail_complains||callcenterlogs||Complaint ID: unique id number representing each complaint. [None, 'CR0000072', 'CR0000084', 'CR0000175', 'CR0000298', 'CR0000895']
124	retail_complains||callcenterlogs||rand client: client id. [None, 'C00002447', 'C00001016', 'C00008287', 'C00006114', 'C00002371']
125	retail_complains||callcenterlogs||phonefinal: phone final. final phone number. ['259-090-1827', '436-341-7372', '837-195-8937', '726-281-9507', '610-520-7079']
126	retail_complains||callcenterlogs||vru+line: voice response unit line. [None, 'AA0213', 'AA0106', 'AA0109', 'AA0101', 'AA0202']
127	retail_complains||callcenterlogs||call_id: call id. id number identifying the call
128	retail_complains||callcenterlogs||priority: priority of the complaint. [None, 0, 2, 1]. 0, 1, 2,  null: not available, higher: -> higher priority, -> more serious/urgent complaint
129	retail_complains||callcenterlogs||type: type of complaint. [None, 'PS', 'NW', 'NE', 'TT', 'IN']
130	retail_complains||callcenterlogs||outcome: the outcome of processing of complaints. [None, 'AGENT', 'HANG', 'PHANTOM']
131	retail_complains||callcenterlogs||server: [None, 'NO_SERVER', 'KAZAV', 'TOVA', 'IDIT', 'SHARON']
132	retail_complains||callcenterlogs||ser_start: server start. server start time. ['15:54:21', '12:46:34', '14:32:36', '14:00:11', '13:59:20']. HH:MM:SS
133	retail_complains||callcenterlogs||ser_exit: server exit. server exit time. ['11:00:43', '16:49:41', '15:55:27', '15:54:50', '15:09:58']
134	retail_complains||callcenterlogs||ser_time: server time. ['00:00:04', '00:00:05', '00:00:03', '00:00:02', '00:00:01']. commonsense evidence: longer server time referring to more verbose/longer complaint
135	retail_complains||client||client_id: client id. unique id client number. ['C00000001', 'C00000002', 'C00000003', 'C00000004', 'C00000005']
136	retail_complains||client||sex: sex of client. ['Male', 'Female']
137	retail_complains||client||day: day of the birthday
138	retail_complains||client||month: month of the birthday
139	retail_complains||client||year: year when is born
140	retail_complains||client||age: teenager: 13-19 adult: 19-65 elder: > 65
141	retail_complains||client||social: social number. ['999-93-5337', '999-77-1634', '999-14-7585', '998-86-6838', '998-80-4039']. ssn: us id number for each person
142	retail_complains||client||first: first name. ['Aubrey', 'Addison', 'Harper', 'Brooklyn', 'Avery']
143	retail_complains||client||middle: middle name. ['Sawyer', 'Parker', 'Jordan', 'Blake', 'Angel']
144	retail_complains||client||last: last name. ['Martinez', 'White', 'Thompson', 'Thomas', 'Taylor']
145	retail_complains||client||phone: phone number. ['999-739-0333', '999-572-7626', '999-197-1885', '999-001-2485', '998-060-8032']
146	retail_complains||client||email: commonsense evidence: google email / account: @gamil.com microsoft email / account: xxx@outlook.com
147	retail_complains||client||address_1: address 1. ['96 Swanson Dr.', '7 Tarkiln Hill Dr.', '41 Joy Ridge St.', '19 Yukon St.', '9995 Addison St.']
148	retail_complains||client||address_2: address 2. [None, 'Unit 1B', 'Unit 81', 'Unit 80', 'Unit 8', 'Unit 77']. entire address = (address_1, address_2)
149	retail_complains||client||city: ['New York City', 'Chicago', 'Los Angeles', 'Houston', 'Charleston']
150	retail_complains||client||state: state code. ['NY', 'MA', 'CT', 'CA', 'RI']
151	retail_complains||client||zipcode: 
152	retail_complains||client||district_id: district id. district id number
153	retail_complains||district||district_id: district id. unique id number representing district
154	retail_complains||district||city: ['Portland', 'Charleston', 'Yonkers', 'Worcester', 'Wilmington']
155	retail_complains||district||state_abbrev: state abbrev. state abbreviated code. ['MA', 'CT', 'NY', 'RI', 'TX']
156	retail_complains||district||division: ['New England', 'South Atlantic', 'Mountain', 'West North Central', 'Middle Atlantic']
157	retail_complains||events||Date received: ['2012-06-19']
158	retail_complains||events||Product: complaining about which product. ['Bank account or service', 'Credit card']
159	retail_complains||events||Sub-product: sub product if exists. [None, 'Checking account', 'Other bank product/service', 'Savings account', '(CD) Certificate of deposit', 'Cashing a check without an account']. commonsense evidence: detailed product
160	retail_complains||events||Issue: problems leading to this complaints. ['Account opening, closing, or management', 'Deposits and withdrawals', 'Problems caused by my funds being low', 'Billing disputes', 'Making/receiving payments, sending money']
161	retail_complains||events||Sub-issue: sub problems leading to this complaints if exists. commonsense evidence: more detailed issue
162	retail_complains||events||Consumer complaint narrative: 
163	retail_complains||events||Tags: tags of client. [None, 'Older American', 'Servicemember', 'Older American, Servicemember']
164	retail_complains||events||Consumer consent provided?: Tags Consumer consent provided?. whether the tags labeled under permission of the clients. [None, 'N/A', 'Consent provided', 'Consent not provided', 'Other']. commonsense evidence:  null, 'N/A' or empty value: indicating that the company didn't get the permission of consent.  if the value is not empty: customers provide the consent for this tag.
165	retail_complains||events||Submitted via: ['Web', 'Referral', 'Phone', 'Postal mail', 'Fax']
166	retail_complains||events||Date sent to company: ['2012-06-21']. commonsense evidence: delay of the complaints = 'Date sent to company'
167	retail_complains||events||Company response to consumer: ['Closed with explanation', 'Closed with monetary relief', 'Closed with non-monetary relief', 'Closed with relief', 'Closed without relief']
168	retail_complains||events||Timely response?: whether the response of the company is timely. ['Yes', 'No']
169	retail_complains||events||Consumer disputed?: whether the consumer dispute about the response from the company.. [None, 'No', 'Yes']
170	retail_complains||events||Complaint ID: id number indicating which complaint. ['CR0000072', 'CR0000084', 'CR0000140', 'CR0000175', 'CR0000193']
171	retail_complains||events||Client_ID: Client ID. id number indicating which client. ['C00004400', 'C00003954', 'C00011943', 'C00008726', 'C00002762']
172	retail_complains||reviews||Date: . ['2013-02-04']
173	retail_complains||reviews||Stars: . [5, 1, 2]
174	retail_complains||reviews||Reviews: 
175	retail_complains||reviews||Product: . ['Eagle National Mortgage', 'Eagle National Bank', 'Eagle Capital']
176	retail_complains||reviews||district_id: district id. 
177	movies_4||country||country_id: country id. the unique identifier of the country
178	movies_4||country||country_iso_code: country iso code. the ISO code. ['ZA', 'US', 'UA', 'TW', 'TR']. commonsense evidence: ISO codes are typically used to identify countries and their subdivisions, and there are different types of ISO codes depending on the specific application. Here we use ISO 3166 code to identify countries.
179	movies_4||country||country_name: country name. the name of the country. ['United States of America', 'United Kingdom', 'United Arab Emirates', 'Ukraine', 'Turkey']
180	movies_4||department||department_id: department id. the unique identifier of the department
181	movies_4||department||department_name: department name. the name of the department. ['Writing', 'Visual Effects', 'Sound', 'Production', 'Lighting']
182	movies_4||gender||gender_id: gender id. the unique identifier of the gender. [0, 1, 2]
183	movies_4||gender||gender: the gender. ['Unspecified', 'Male', 'Female']. commonsense evidence: female/ male/ unspecified
184	movies_4||genre||genre_id: genre id. the unique identifier of the genre
185	movies_4||genre||genre_name: genre name. the genre. ['Western', 'War', 'Thriller', 'TV Movie', 'Science Fiction']
186	movies_4||keyword||keyword_id: keyword id. the unique identifier of the keyword
187	movies_4||keyword||keyword_name: keyword name. the keyword. ['zurich', 'zookeeper', 'zoo', 'zombification', 'zombie apocalypse']
188	movies_4||language||language_id: language id. the unique identifier of the language
189	movies_4||language||language_code: language code. the code of the language. ['zu', 'zh', 'yi', 'xx', 'xh']. commonsense evidence: Here we use ISO 639 codes to identify the language.
190	movies_4||language||language_name: language name. the language name
191	movies_4||language_role||role_id: role id. the unique identifier of the language id. [1, 2]
192	"movies_4||language_role||language_role: language role. the language role. ['Spoken', 'Original']. commonsense evidence: In the context of language roles in a movie or other audio-visual production, ""original"" and ""spoken"" refer to the languages in which the movie was originally produced, and the languages spoken by the characters in the movie, respectively."
193	movies_4||movie||movie_id: movie id. the unique identifier of the movie
194	movies_4||movie||title: the title of the movie
195	movies_4||movie||budget: the budget for the movie. commonsense evidence: If a movie has higher popularity, it means that it is well-liked by a large number of people. This can be determined by looking at the movie's ratings and reviews, as well as the box office performance and overall buzz surrounding the film. Higher popularity often translates to more success for the movie, both financially and critically.
196	movies_4||movie||homepage: the homepage of the movie
197	movies_4||movie||overview: the overview of the movie
198	movies_4||movie||popularity: the popularity of the movie. commonsense evidence: If a movie has higher popularity, it means that it is well-liked by a large number of people. This can be determined by looking at the movie's ratings and reviews, as well as the box office performance and overall buzz surrounding the film. Higher popularity often translates to more success for the movie, both financially and critically.
199	movies_4||movie||release_date: release date. the release date of the movie. ['2006-01-01']
200	movies_4||movie||revenue: the revenue of the movie. commonsense evidence: A higher vote average indicates that a greater proportion of people who have seen the movie have given it positive ratings.
201	movies_4||movie||runtime: the runtime of the movie
202	movies_4||movie||movie_status: movie status. the status of the movie The only value of this column is 'Released'.. ['Released', 'Rumored', 'Post Production']
203	movies_4||movie||tagline: the tagline of the movie
204	movies_4||movie||vote_average: vote average. the average vote for the movie. commonsense evidence: A higher vote average indicates that a greater proportion of people who have seen the movie have given it positive ratings.
205	movies_4||movie||vote_count: vote count. the vote count for the movie. commonsense evidence: If a movie has a higher vote average and vote count, it means that it has been well-received by audiences and critics. A higher vote count means that more people have rated the movie, which can indicate a greater level of interest in the film.
206	movies_4||movie_genres||movie_id: movie id. the id of the movie  Maps to movie(movie_id)
207	movies_4||movie_genres||genre_id: genre id. the id of the movie genre Maps to genre(genre_id)
208	movies_4||movie_languages||movie_id: movie id. the id of the movie  Maps to movie(movie_id)
209	movies_4||movie_languages||language_id: language id. the id of the movie language Maps to language(language_id)
210	movies_4||movie_languages||language_role_id: language role id. the id of the role's language. [2, 1]
211	movies_4||person||person_id: person id. the unique identifier of the person
212	movies_4||person||person_name: person name. the name of the person
213	movies_4||movie_crew||movie_id: movie id. the id of the movie that the crew worked for Maps to movie(movie_id)
214	movies_4||movie_crew||person_id: person id. the id of the crew Maps to person(person_id)
215	movies_4||movie_crew||department_id: department id. the id of the crew's department Maps to department(department_id)
216	movies_4||movie_crew||job: the job of the crew. commonsense evidence: A movie may involve several crews with the same job title.
217	movies_4||production_company||company_id: company id. the unique identifier of the company
218	movies_4||production_company||company_name: company name. the name of the company
219	movies_4||production_country||movie_id: mivie id. the unique identifier of the movie
220	movies_4||production_country||country_id: country id. the id of the country
221	movies_4||movie_cast||movie_id: movie id. the id of the movie Maps to movie(movie_id)
222	movies_4||movie_cast||person_id: person id. the id of the person Maps to person(person_id)
223	movies_4||movie_cast||character_name: character name. the character name
224	movies_4||movie_cast||gender_id: gender id. the id of the cast's gender Maps to gender(gender_id). [2, 0, 1]
225	movies_4||movie_cast||cast_order: cast order. the cast order of the cast. commonsense evidence: The cast order of a movie or television show refers to the sequence in which the actors and actresses are listed in the credits. This order is typically determined by the relative importance of each actor's role in the production, with the main actors and actresses appearing first, followed by the supporting cast and extras.
226	movies_4||movie_keywords||movie_id: movie id. the id of the movie  Maps to movie(movie_id)
227	movies_4||movie_keywords||keyword_id: keyword id. the id of the movie keyword Maps to keyword(keyword_id). commonsense evidence: A movie may have many keywords. Audience could get the genre of the movie according to the movie keywords.
228	movies_4||movie_company||movie_id: movie id. the id of the movie  Maps to movie(movie_id)
229	movies_4||movie_company||company_id: company id. the id of the company that produced the movie Maps to production_company(company_id). commonsense evidence: If movies with different movie_id have the same company_id, it means these movies were made by the same company.
230	codebase_comments||Method||Id: unique id number  that identifies methods
231	"codebase_comments||Method||Name: name of methods. the second part is the task of this method  delimited by ""."""
232	codebase_comments||Method||FullComment: Full Comment. full comment of this method
233	codebase_comments||Method||Summary: summary of the method
234	codebase_comments||Method||ApiCalls: Api Calls. linearized sequenced of API calls
235	codebase_comments||Method||CommentIsXml: CommentIs Xml. whether the comment is XML format or not. [1, 0]. commonsense evidence:    0: the comment for this method is not XML format.  1: the comment for this method is XML format.
236	codebase_comments||Method||SampledAt: Sampled At. the time of sampling
237	codebase_comments||Method||SolutionId: Solution Id. id number of solutions
238	codebase_comments||Method||Lang: Language. language code of method. [None, 'en', 'zh-cn', 'ko', 'it', 'ca']
239	codebase_comments||Method||NameTokenized: Name Tokenized. tokenized name
240	codebase_comments||MethodParameter||Id: unique id number identifying method parameters
241	codebase_comments||MethodParameter||MethodId: Method Id. . ['2252607', '503367', '4956764', '3204674', '4960086']
242	codebase_comments||MethodParameter||Type: type of the method
243	"codebase_comments||MethodParameter||Name: name of the method. commonsense evidence:  if the name is not a word like ""H"", ""z"", it means this method is not well-discriminative."
244	codebase_comments||Repo||Id: unique id to identify repositories
245	codebase_comments||Repo||Url: github address of repository
246	codebase_comments||Repo||Stars: stars this repository has received
247	codebase_comments||Repo||Forks: forks that the repository has received
248	codebase_comments||Repo||Watchers: how many watchers of this repository
249	codebase_comments||Repo||ProcessedTime: Processed Time. how much processed time of downloading this repository
250	codebase_comments||Solution||Id: unique id to identify this solution
251	codebase_comments||Solution||RepoId: Repository Id. id of repository
252	codebase_comments||Solution||Path: path of this solution
253	codebase_comments||Solution||ProcessedTime: Processed Time. processed time
254	codebase_comments||Solution||WasCompiled: Was Compiled. whether this solution needs to be compiled or not. [0, 1]. commonsense evidence: 0: this solution needs to be compiled if user wants to implement it. 1: this solution can be implemented without needs of compilation
255	trains||cars||id: the unique id number representing the cars
256	trains||cars||train_id: train id. the counterpart id for trains that the cars belong to
257	trains||cars||position: postion id of cars in the trains. [2, 1, 3, 4]. 1-4: commonsense evidence: 1: head car 4: tail car
258	trains||cars||shape: shape of the cars. ['rectangle', 'u_shaped', 'bucket', 'hexagon', 'ellipse']. â¢ rectangle â¢ bucket â¢ u_shaped â¢ hexagon â¢ elipse commonsense evidence: regular shape:  rectangle, u_shaped, hexagon
259	trains||cars||len: length. length of the cars. ['short', 'long']. â¢ short  â¢ long
260	trains||cars||sides: sides of the cars. ['not_double', 'double']. â¢ not_double â¢ double
261	trains||cars||roof: roof of the cars. ['none', 'flat', 'jagged', 'peaked', 'arc']. commonsense evidence: â¢ none: the roof is open â¢ peaked â¢ flat â¢ arc â¢ jagged
262	trains||cars||wheels: wheels of the cars. [2, 3]. â¢ 2: â¢ 3:
263	trains||cars||load_shape: load shape. ['rectangle', 'triangle', 'circle', 'hexagon', 'diamond']. â¢ circle â¢ hexagon â¢ triangle â¢ rectangle  â¢ diamond
264	trains||cars||load_num: load number. [1, 3, 0, 2]. 0-3: commonsense evidence: â¢ 0: empty load â¢ 3: full load
265	trains||trains||id: the unique id representing the trains
266	trains||trains||direction: the direction of trains that are running. ['west', 'east']. â¢ east; â¢ west;
267	movie||actor||ActorID: actor id. the unique id for the actor
268	movie||actor||Name: actor's name. [None, 'Skeet Ulrich', 'Charlize Theron', 'Zooey Deschanel', 'Zoey Vargas', 'Zoe Saldana']
269	movie||actor||Date of Birth: date of birth. actor's birth date. [None, '1963-0-0', '1970-0-0', '1966-06-30', '1965-10-08', '1965-0-0']
270	movie||actor||Birth City: birth city. actor's birth city. [None, 'New York City', 'Los Angeles', 'Chicago', 'London', 'Brooklyn']
271	movie||actor||Birth Country: birth country. actor's birth country. [None, 'USA', 'UK', 'Canada', 'Australia', 'Ireland']
272	movie||actor||Height (Inches): height inches. actor's height. the unit is inch
273	movie||actor||Biography: actor's biography
274	movie||actor||Gender: actor's gender. [None, 'Male', 'Female']
275	movie||actor||Ethnicity: actor's ethnicity. [None, 'White', 'African American', 'Native American', 'Latino', 'South African']
276	movie||actor||NetWorth: actor's networth. [None, '$10,000,000.00', '$5,000,000.00', '$3,000,000.00', '$4,000,000.00', '$8,000,000.00']. commonsense evidence: The actor with more networth is richer.
277	movie||movie||MovieID: movie id. the unique id for the movie
278	movie||movie||Title: the title of the movie
279	movie||movie||MPAA Rating: motion picture association of america rating. MPAA rating of the movie. ['PG-13', 'PG', 'R', 'G']. commonsense evidence: MPAA rating is the movie rating for parents to use as a guide to determine the appropriateness of a film's content for children and teenagers.   rated G: General audiences  All ages admitted  rated PG: Parental guidance suggested  Some material may not be suitable for pre-teenagers  rated R: Restricted  Under 17 requires accompanying parent or adult guardian  rated X: No one under 17 admitted
280	movie||movie||Budget: the budget of the movie. the unit is dollar
281	movie||movie||Gross: the gross of the movie
282	movie||movie||Release Date: release date. ['2018-05-10']. yyyy-mm-dd
283	movie||movie||Genre: the genre of the movie. ['Action', 'Comedy', 'Animation', 'Drama', 'Thriller']
284	movie||movie||Runtime: the runtime of the movie
285	movie||movie||Rating: the rating of the movie. 0.0 - 10.0 commonsense evidence: Higher ratings mean higher quality and better response.
286	movie||movie||Rating Count: rating count. the number of the ratings
287	movie||movie||Summary: the summary of the movie
288	movie||characters||MovieID: movie id. the unique id for the movie
